room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
9101528,1467,47417504,Shared room,,Auckland,,Greenmount,8,4.5,4,1.0,,14.0,,Welcome to Nana House,2017-07-19 03:30:07.014062,-36.943875,174.907884,0101000020E6100000F911BF620DDD6540894160E5D07842C0
13548513,1467,16989272,Shared room,,Auckland,,Newton,0,0.0,1,1.0,,34.0,,Everything within easy reach,2017-07-19 03:30:07.010224,-36.862194,174.756008,0101000020E61000007670B03731D865405A677C5F5C6E42C0
13497859,1467,77413326,Shared room,,Auckland,,Monarch Park,0,0.0,2,1.0,,38.0,,Comfortable and peaceful home.,2017-07-19 03:30:07.007530,-36.797428,174.731735,0101000020E6100000D5CA845F6AD765401475E61E126642C0
9616708,1467,49754195,Shared room,,Auckland,,Auckland Central West,4,2.5,1,1.0,,21.0,,Larch Coach Bed in Living Room,2017-07-19 03:30:07.004222,-36.85025,174.757073,0101000020E6100000E8F527F139D8654046B6F3FDD46C42C0
5496969,1467,28509656,Shared room,,Auckland,,Sandringham East,0,0.0,1,1.0,,10.0,,"outside  space   for  rent,  ( land   only)",2017-07-19 03:30:07.001131,-36.898329,174.737891,0101000020E6100000682096CD9CD765403106D671FC7242C0
11613990,1467,6236476,Shared room,,Auckland,,Kaurilands,2,0.0,3,1.0,,34.0,,Queen Bed in a Bush View House,2017-07-19 03:30:06.998671,-36.931327,174.657049,0101000020E6100000D3DB9F8B06D56540DF701FB9357742C0
10071481,1467,51646142,Shared room,,Auckland,,Swanson South,25,4.5,13,1.0,,23.0,,Sweet As Home,2017-07-19 03:30:06.996242,-36.872026,174.574142,0101000020E610000052280B5F5FD265407FA1478C9E6F42C0
18830005,1467,8180908,Shared room,,Auckland,,Grey Lynn West,0,0.0,2,1.0,,38.0,,"Central, Sunny, Modern room with parking",2017-07-19 03:30:06.993906,-36.85554,174.731327,0101000020E6100000D175E10767D76540BD35B055826D42C0
16135702,1467,60320101,Shared room,,Auckland,,Weymouth West,19,4.5,2,1.0,,19.0,,1 Economy single bed for comfort nights stay,2017-07-19 03:30:06.991136,-37.039279,174.866099,0101000020E610000025034015B7DB6540B5352218078542C0
13182469,1467,73730978,Shared room,,Auckland,,Te Atatu Central,2,0.0,2,1.0,,18.0,,Cozy sunny and comfort room,2017-07-19 03:30:06.986867,-36.8419,174.648465,0101000020E610000038F3AB39C0D465404F401361C36B42C0
13264630,1467,74690889,Shared room,,Auckland,,Royal Oak,0,0.0,2,1.0,,19.0,,"Sublet Shared Room in Epsom, Auckland",2017-07-19 03:30:06.984330,-36.901968,174.772835,0101000020E610000088467710BBD86540EE04FBAF737342C0
18874885,1467,121401229,Shared room,,Auckland,,Albany,0,0.0,2,1.0,,29.0,,Private Room Close to the Mall & Massey University,2017-07-19 03:30:06.979797,-36.721624,174.698805,0101000020E610000000A94D9C5CD665401D01DC2C5E5C42C0
13739235,1467,80423508,Shared room,,Auckland,,Maungawhau,17,4.5,1,1.0,,30.0,,Home Sweet Home/Bed in Lounge,2017-07-19 03:30:06.976673,-36.891128,174.746248,0101000020E610000093567C43E1D765406346787B107242C0
9301230,1467,38794859,Shared room,,Auckland,,Auckland Central West,0,0.0,2,1.0,,27.0,,Crash on the couch for the weekend,2017-07-19 03:30:06.971266,-36.850966,174.758813,0101000020E6100000F358333248D8654004013274EC6C42C0
18479558,1467,79268496,Shared room,,Auckland,,Avondale West,0,0.0,1,1.0,,18.0,,"Converted Garage in Avondale, New Lynn",2017-07-19 03:30:05.541717,-36.898082,174.694464,0101000020E6100000FB07910C39D665402A90D959F47242C0
15959468,1467,23867314,Shared room,,Auckland,,St Lukes,3,5.0,1,1.0,,23.0,,Bohemian Kingsland bed in living room,2017-07-19 03:30:05.539045,-36.871621,174.731212,0101000020E61000002B4EB51666D76540DFC0E446916F42C0
12135491,1467,56152237,Shared room,,Auckland,,Mt Wellington South,0,0.0,5,1.0,,23.0,,Cosy room in a friendly Kiwi home,2017-07-19 03:30:05.536814,-36.925987,174.8557,0101000020E6100000FE65F7E461DB6540B5C2F4BD867642C0
18412315,1467,83419989,Shared room,,Auckland,,Murvale,0,0.0,2,1.0,,41.0,,温馨之家(双人间),2017-07-19 03:30:05.534406,-36.891884,174.912134,0101000020E61000003B72A43330DD6540AFE94141297242C0
12579197,1467,20959433,Shared room,,Auckland,,Balmoral,19,5.0,1,1.0,,19.0,,Relaxed Villa,2017-07-19 03:30:05.528938,-36.884662,174.751536,0101000020E610000088B839950CD86540C901BB9A3C7142C0
4839950,1467,2592733,Shared room,,Auckland,,Clendon North,39,4.5,2,1.0,,37.0,,shared-puhinui reserve as backyard,2017-07-19 03:30:05.522230,-37.022877,174.855402,0101000020E6100000DBDD03745FDB6540516A2FA2ED8242C0
16111776,1467,105049030,Shared room,,Auckland,,Birkenhead East,2,0.0,2,1.0,,30.0,,"Cats , Cats, Cats holiday in a cattery",2017-07-19 03:30:05.519243,-36.80755,174.728418,0101000020E61000002BFA43334FD7654041F163CC5D6742C0
7700903,1467,40452299,Shared room,,Auckland,,Auckland Central West,11,5.0,2,1.0,,34.0,,Airbed in the City Centre,2017-07-19 03:30:05.512727,-36.848181,174.764999,0101000020E610000020CF2EDF7AD86540560BEC31916C42C0
15584992,1467,100414396,Shared room,,Auckland,,Takapuna Central,1,0.0,3,1.0,,38.0,,"Sea view bedroom, available for December/January",2017-07-19 03:30:05.509695,-36.792311,174.775597,0101000020E610000006BCCCB0D1D865406AA164726A6542C0
17831054,1467,111179807,Shared room,,Auckland,,Karekare,2,0.0,1,1.0,,15.0,,Seaview shared bunk room,2017-07-19 03:30:05.507430,-36.958659,174.472687,0101000020E6100000D2C77C4020CF65400E828E56B57A42C0
16479957,1467,52377914,Shared room,,Auckland,,Owairaka East,2,0.0,1,1.0,,15.0,,Lovely shared room,2017-07-19 03:30:05.504882,-36.894818,174.723329,0101000020E6100000F3E7DB8225D76540A2EF6E65897242C0
16737801,1467,111006794,Shared room,,Auckland,,Mt Wellington West,2,0.0,2,1.0,,19.0,,home away from home,2017-07-19 03:30:05.498114,-36.894971,174.827417,0101000020E6100000F16437337ADA654028EFE3688E7242C0
19626531,1467,49578129,Shared room,,Auckland,,Fairview,0,0.0,1,1.0,,23.0,,Relax here. And then keep going.[for Lady visitor],2017-07-19 03:30:04.348904,-36.70946,174.725421,0101000020E61000009DDA19A636D76540FBE8D495CF5A42C0
8353440,1467,29534648,Shared room,,Auckland,,Onehunga South West,32,5.0,3,1.0,,24.0,,GIRLS SHARED ROOM **WITH BREAKFAST** B3,2017-07-19 03:30:04.346083,-36.916938,174.770236,0101000020E610000076C6F7C5A5D86540D63A71395E7542C0
16770157,1467,68267783,Shared room,,Auckland,,Auckland Central East,0,0.0,1,1.0,,30.0,,no longer available please do not book,2017-07-19 03:30:04.343788,-36.856487,174.764494,0101000020E6100000A0FF1EBC76D865407E39B35DA16D42C0
19278837,1467,135011074,Shared room,,Auckland,,Glen Innes West,0,0.0,1,1.0,,27.0,,Nice Queens Bed to Share,2017-07-19 03:30:04.341455,-36.868773,174.848949,0101000020E61000001ADF17972ADB6540EB5223F4336F42C0
16637217,1467,41456865,Shared room,,Auckland,,Muriwai Valley,13,5.0,16,1.0,,34.0,,Dynasty Park Accommodation,2017-07-19 03:30:04.338559,-36.823999,174.486085,0101000020E6100000704221028ECF6540E6779ACC786942C0
10633656,1467,51646142,Shared room,,Auckland,,Swanson South,22,5.0,15,1.0,,23.0,,Sweet As Home,2017-07-19 03:30:04.336199,-36.871761,174.574348,0101000020E6100000BC900E0F61D26540D1764CDD956F42C0
2262124,1467,11551303,Shared room,,Auckland,,Remuera South,25,4.5,6,1.0,,23.0,,"Safe, fun, happy, central, friends",2017-07-19 03:30:04.333930,-36.882035,174.8021,0101000020E6100000E4839ECDAAD96540B476DB85E67042C0
18359560,1467,2666500,Shared room,,Auckland,,Eden Terrace,2,0.0,1,1.0,,19.0,,Cozy single bed close to CBD,2017-07-19 03:30:04.331683,-36.868082,174.754768,0101000020E61000002882380F27D86540861F9C4F1D6F42C0
19864927,1467,140349235,Shared room,,Auckland,,Glen Innes West,0,0.0,2,1.0,,19.0,,1 Budget Double Bed in Living Room 经济双人床在起居室,2017-07-19 03:30:04.329408,-36.866784,174.852522,0101000020E6100000DBA337DC47DB6540195932C7F26E42C0
2396710,1467,12244151,Shared room,,Auckland,,St Lukes,129,4.5,2,1.0,,34.0,,"Safe private cottage, 10 min 2 city",2017-07-19 03:30:04.326713,-36.873148,174.734881,0101000020E610000075AE282584D76540AE484C50C36F42C0
18480739,1467,40567628,Shared room,,Auckland,,Parrs Park West,2,0.0,1,1.0,,20.0,,charming couchsurfing place in AKL,2017-07-19 03:30:04.324558,-36.90069,174.628985,0101000020E6100000969526A520D46540C8EA56CF497342C0
19252712,1467,75818041,Shared room,,Auckland,,Springleigh,0,0.0,16,1.0,,12.0,,Cheap and comfy place!,2017-07-19 03:30:04.322236,-36.894199,174.704238,0101000020E61000003753211E89D66540D68EE21C757242C0
18435853,1467,81374247,Shared room,,Auckland,,Auckland Central West,11,4.5,2,1.0,,22.0,,Beautiful apartment- CBD Auckland,2017-07-19 03:30:04.319804,-36.85545,174.758802,0101000020E610000076C4211B48D865407DAEB6627F6D42C0
8137734,1467,42971670,Shared room,,Auckland,,Auckland Central East,155,5.0,1,1.0,,21.0,,Comfy couch in living room.,2017-07-19 03:30:04.316854,-36.849867,174.774538,0101000020E61000004C70EA03C9D865408E791D71C86C42C0
7180440,1467,37617266,Shared room,,Auckland,,Eden Terrace,109,5.0,1,1.0,,30.0,,Comfy bed in lounge close to the CBD,2017-07-19 03:30:04.312206,-36.864578,174.758678,0101000020E61000003BC6151747D86540A96BED7DAA6E42C0
17720495,1467,73730978,Shared room,,Auckland,,Matipo,13,4.5,1,1.0,,18.0,,Cozy bed in warm and lovely house,2017-07-19 03:30:04.309763,-36.83958,174.648454,0101000020E6100000BB5E9A22C0D465401630815B776B42C0
7974496,1467,5292601,Shared room,,Auckland,,Sunnyhills,23,5.0,3,1.0,,15.0,,Chill Lax Auckland Share Maison # 1,2017-07-19 03:30:04.307195,-36.909356,174.866029,0101000020E6100000670C7382B6DB6540F03504C7657442C0
14527608,1467,32671641,Shared room,,Auckland,,Surrey Crescent,81,4.5,3,1.0,,12.0,,"Rhyde Here, Rhyde Now!!",2017-07-19 03:30:04.304220,-36.868198,174.730643,0101000020E6100000A4C16D6D61D76540EF39B01C216F42C0
17049282,1467,24505814,Entire home/apt,,Auckland,,Maungawhau,0,0.0,8,4.0,,227.0,,Mount Eden central family home,2017-07-19 03:28:31.261997,-36.890497,174.759495,0101000020E6100000374F75C84DD86540D31742CEFB7142C0
7717002,1467,4227425,Entire home/apt,,Auckland,,New Lynn North,1,0.0,7,4.0,,143.0,,Haven Close to West Coast & City,2017-07-19 03:27:45.267721,-36.903302,174.673151,0101000020E6100000A148F7738AD56540A83462669F7342C0
8632562,1467,45389401,Entire home/apt,,Auckland,,Wade Heads,9,5.0,8,4.0,,234.0,,Riverhaven Retreat,2017-07-19 03:26:10.999361,-36.634761,174.72499,0101000020E6100000AA7D3A1E33D765405CE333D93F5142C0
18082678,1467,15114159,Entire home/apt,,Auckland,,Mt Albert Central,1,0.0,8,4.0,,716.0,,"Luxury 4BDR, only mins to City",2017-07-19 03:25:20.527584,-36.886334,174.723271,0101000020E6100000A664390925D765409BAA7B64737142C0
9732087,1467,49426039,Entire home/apt,,Auckland,,Freemans Bay,3,5.0,7,4.0,,320.0,,Large Freemans Bay home,2017-07-19 03:25:15.442430,-36.850214,174.746963,0101000020E61000004E0AF31EE7D76540F94CF6CFD36C42C0
1291385,1467,40148,Entire home/apt,,Auckland,,Huapai,4,4.0,8,4.0,,370.0,,Stunning 3 Acre Parklike Property ,2017-07-19 03:25:02.730747,-36.776182,174.557757,0101000020E6100000AF433525D9D1654037DF88EE596342C0
13901502,1467,10530611,Entire home/apt,,Auckland,,Waiheke Island,0,0.0,8,3.0,,272.0,,Belle Maison - Onetangi Holiday Home,2017-07-19 03:23:53.107198,-36.786558,175.093008,0101000020E610000086C8E9EBF9E265401E34BBEEAD6442C0
13426929,1467,4140161,Entire home/apt,,Auckland,,Auckland Harbourside,1,0.0,5,2.0,,132.0,,"2BR Apartment w/ Balcony, Harbor & Sea View",2017-07-19 03:23:07.248817,-36.8433,174.763365,0101000020E610000027BD6F7C6DD86540C05B2041F16B42C0
18122112,1467,112958335,Entire home/apt,,Auckland,,Mairangi Bay,8,5.0,12,4.0,,520.0,,Luxury Paradise By The Sea,2017-07-19 03:22:42.293515,-36.747194,174.749215,0101000020E61000008655BC91F9D765403BE2900DA45F42C0
19913849,1467,104185277,Entire home/apt,,Auckland,,Redoubt East,0,0.0,9,5.0,,408.0,,Scenic Relax Holiday Home,2017-07-19 03:21:40.713156,-36.986388,174.946443,0101000020E6100000E690D44249DE65405B9544F6417E42C0
18436012,1467,17014109,Entire home/apt,,Auckland,,Freemans Bay,0,0.0,6,3.0,,188.0,,Franklin Road Townhouse,2017-07-19 03:20:34.103201,-36.851227,174.750675,0101000020E610000098DD938705D86540713C9F01F56C42C0
8444900,1467,42642011,Entire home/apt,,Auckland,,Epsom North,12,4.5,6,3.0,,188.0,,"Newmarket Villa,Close to Everything",2017-07-19 03:20:27.117801,-36.869124,174.773085,0101000020E6100000E700C11CBDD8654098158A743F6F42C0
16178863,1467,105633078,Entire home/apt,,Auckland,,Kohimarama West,0,0.0,7,3.0,,188.0,,"Kohi household- Sunny, beautiful beach nearby",2017-07-19 03:20:27.095720,-36.858845,174.844366,0101000020E6100000577BD80B05DB6540A4AA09A2EE6D42C0
12070792,1467,64677308,Entire home/apt,,Auckland,,Waiheke Island,2,0.0,4,1.0,,170.0,,"Stunning Modern Apartment, Oneroa",2017-07-19 03:19:47.089568,-36.784366,175.011512,0101000020E61000005FF0694E5EE06540130CE71A666442C0
17813885,1467,100076718,Entire home/apt,,Auckland,,Waiheke Island,0,0.0,6,3.0,,2264.0,,The Lodge at Mudbrick Vineyard,2017-07-19 03:18:35.872407,-36.790348,175.002001,0101000020E6100000E6B1666410E06540C13A8E1F2A6542C0
15347602,1467,97874827,Entire home/apt,,Auckland,,Silverdale South,0,0.0,8,4.0,,755.0,,Californian Style Mansion - OKURA RIVER ESTATE,2017-07-19 03:18:33.623788,-36.674833,174.709848,0101000020E610000031242713B7D665407BA180ED605642C0
14266429,1467,86942492,Entire home/apt,,Auckland,,Lake Pupuke,0,0.0,8,4.0,,755.0,,Freestyler executive beach house,2017-07-19 03:18:32.942516,-36.767592,174.7677,0101000020E6100000742497FF90D86540EB556474406242C0
6330682,1467,10266109,Entire home/apt,,Auckland,,Waiheke Island,6,4.5,8,4.0,,642.0,,Gorgeous Inn Waiheke,2017-07-19 03:18:29.986501,-36.789248,174.99949,0101000020E6100000BBD573D2FBDF65407A371614066542C0
1412321,1467,7582397,Entire home/apt,,Auckland,,Grey Lynn East,34,5.0,10,4.0,,604.0,,Warehouse conversion to unique home,2017-07-19 03:18:28.469676,-36.859335,174.742966,0101000020E61000004701A260C6D7654072A774B0FE6D42C0
16302300,1467,103877535,Entire home/apt,,Auckland,,Paremoremo West,1,0.0,8,4.0,,678.0,,798 Freestyler Garden House,2017-07-19 03:18:28.465245,-36.748163,174.612305,0101000020E6100000ACC5A70098D36540E38920CEC35F42C0
8474592,1467,18364233,Entire home/apt,,Auckland,,Ponsonby East,8,5.0,6,3.0,,565.0,,5 * lux boutique style villa: discount winter rate,2017-07-19 03:18:28.436222,-36.85656,174.742008,0101000020E6100000DAAB8F87BED76540E88711C2A36D42C0
19127849,1467,133685026,Entire home/apt,,Auckland,,Orakei North,0,0.0,8,4.0,,588.0,,Enjoy Your Seascape Luxury Holiday House,2017-07-19 03:18:26.613820,-36.85517,174.811299,0101000020E6100000E1085229F6D965409A42E735766D42C0
16333986,1467,90248087,Entire home/apt,,Auckland,,Orakei North,0,0.0,12,4.0,,717.0,,Absolutely Stunning Auckland Harbour Views!,2017-07-19 03:18:26.603240,-36.852049,174.820479,0101000020E6100000C1012D5D41DA654075CB0EF10F6D42C0
18601168,1467,19638555,Entire home/apt,,Auckland,,Ponsonby West,0,0.0,8,4.0,,660.0,,Luxury Lions Tour Villa Central Auckland,2017-07-19 03:18:24.162947,-36.849835,174.738122,0101000020E6100000A94E07B29ED7654082FFAD64C76C42C0
17576992,1467,111498616,Entire home/apt,,Auckland,,Silverdale South,0,0.0,4,2.0,,323.0,,Gorgeous 2brm modern cottage,2017-07-19 03:18:05.179249,-36.650941,174.67455,0101000020E61000008AB0E1E995D565401250E108525342C0
13081840,1467,20908754,Entire home/apt,,Auckland,,Waiheke Island,1,0.0,6,2.0,,390.0,,Hauraki Villa,2017-07-19 03:17:53.350928,-36.782112,175.036534,0101000020E610000025E659492BE1654092E7FA3E1C6442C0
18058222,1467,124294423,Entire home/apt,,Auckland,,Green Bay,0,0.0,5,3.0,,358.0,,Family home for LIONS TOUR FINAL in Auckland,2017-07-19 03:17:44.578866,-36.923759,174.685909,0101000020E610000007616EF7F2D565405D3123BC3D7642C0
15650957,1467,8501412,Entire home/apt,,Auckland,,Auckland Harbourside,8,5.0,4,2.0,,216.0,,Best location with breath taking views in Auckland,2017-07-19 03:16:25.664699,-36.845304,174.77311,0101000020E6100000BDC62E51BDD86540C896E5EB326C42C0
15758228,1467,446368,Entire home/apt,,Auckland,,Waiheke Island,7,4.0,8,3.0,,302.0,,ONEROA HOLIDAY RETREAT with SEAVIEW,2017-07-19 03:16:10.401509,-36.787626,175.018129,0101000020E61000007EC3448394E065405ABDC3EDD06442C0
11190716,1467,10530611,Entire home/apt,,Auckland,,Waiheke Island,5,4.5,6,3.0,,298.0,,The Palm Beach Treehouse- Waiheke,2017-07-19 03:16:10.392729,-36.785391,175.042615,0101000020E610000036EA211A5DE165404FC939B1876442C0
5823950,1467,30227173,Entire home/apt,,Auckland,,Westmere,2,0.0,5,4.0,,188.0,,"sunny, stylish, modern & central",2017-07-19 03:15:46.443796,-36.853991,174.726922,0101000020E6100000C617EDF142D76540070ABC934F6D42C0
5414549,1467,28068063,Entire home/apt,,Auckland,,Bleakhouse,0,0.0,8,4.0,,188.0,,Family home with Gorgeous Sea views,2017-07-19 03:15:46.434550,-36.887807,174.922713,0101000020E610000002D369DD86DD65407714E7A8A37142C0
17720938,1467,120819591,Entire home/apt,,Auckland,,Hillsborough East,0,0.0,4,2.0,,188.0,,Sage AirBnB,2017-07-19 03:15:45.731221,-36.928093,174.756063,0101000020E6100000E75608AB31D86540C1525DC0CB7642C0
15860076,1467,61030738,Entire home/apt,,Auckland,,Birkdale South,2,0.0,4,3.0,,188.0,,Great location modern open plan,2017-07-19 03:15:45.728931,-36.799348,174.700033,0101000020E6100000DD239BAB66D66540BF0F0709516642C0
16914483,1467,95623271,Entire home/apt,,Auckland,,Murrays Bay,0,0.0,4,2.0,,188.0,,BEACH COASTAL LIVING,2017-07-19 03:15:44.893165,-36.726065,174.753099,0101000020E6100000CFF4126319D8654097E2AAB2EF5C42C0
14874864,1467,93236265,Entire home/apt,,Auckland,,St Johns,3,4.5,6,3.0,,188.0,,Spacious St Johns,2017-07-19 03:15:44.883519,-36.876888,174.847708,0101000020E6100000D811876C20DB65409F20B1DD3D7042C0
13757868,1467,80645683,Entire home/apt,,Auckland,,Birdwood East,0,0.0,7,4.0,,188.0,,Brand new 4 bedroom 2 bathroom Top floor of house,2017-07-19 03:15:44.126064,-36.846507,174.602481,0101000020E6100000C4EE3B8647D36540E46A64575A6C42C0
13375775,1467,13462571,Entire home/apt,,Auckland,,Parnell West,6,5.0,4,2.0,,188.0,,Sunny Designer Luxury Townhouse Central Parnell,2017-07-19 03:15:44.097288,-36.856913,174.783786,0101000020E610000001A260C614D9654035423F53AF6D42C0
12190722,1467,83374,Entire home/apt,,Auckland,,Mt Eden East,6,5.0,4,2.0,,188.0,,Funky town house - heart of Mt Eden,2017-07-19 03:15:38.609841,-36.881496,174.760506,0101000020E61000002DCDAD1056D8654004C765DCD47042C0
15921492,1467,76637011,Entire home/apt,,Auckland,,Waiheke Island,1,0.0,4,2.0,,181.0,,"Kanuka Hill 2, Ostend",2017-07-19 03:13:56.536843,-36.800133,175.057819,0101000020E6100000CC423BA7D9E16540A6B915C26A6642C0
10024826,1467,23660601,Entire home/apt,,Auckland,,Kingsland,4,5.0,4,3.0,,109.0,,Modern Kingsland Townhouse,2017-07-19 03:12:09.149118,-36.870079,174.73808,0101000020E61000009DBAF2599ED76540DBF7A8BF5E6F42C0
12917178,1467,49047431,Entire home/apt,,Auckland,,Freemans Bay,2,0.0,8,2.0,,82.0,,"An entire apartment, in central, park like setting",2017-07-19 03:11:28.096541,-36.853539,174.753043,0101000020E61000006A2FA2ED18D86540266E15C4406D42C0
19932063,1467,141224528,Entire home/apt,,Auckland,,Murrays Bay,0,0.0,7,4.0,,84.0,,north shore sea view holiday house,2017-07-19 03:10:40.900290,-36.730275,174.753494,0101000020E61000006EF7729F1CD865400F0BB5A6795D42C0
19644819,1467,46613136,Entire home/apt,,Auckland,,Sandringham East,2,0.0,4,1.0,,61.0,,Life on Mars,2017-07-19 03:10:22.608145,-36.887977,174.73935,0101000020E610000086C954C1A8D76540D34CF73AA97142C0
11444823,1467,16598249,Entire home/apt,,Auckland,,Ponsonby East,0,0.0,2,1.0,,1132.0,,"Stylish, character & in Ponsonby",2017-07-19 03:10:20.479128,-36.855238,174.743274,0101000020E6100000F33E8EE6C8D76540F2255470786D42C0
11678461,1467,20908754,Entire home/apt,,Auckland,,Waiheke Island,1,0.0,8,5.0,,1329.0,,Church Bay Estate,2017-07-19 03:10:20.474749,-36.786312,174.993023,0101000020E6100000A0A52BD8C6DF6540E73922DFA56442C0
15663424,1467,53755195,Entire home/apt,,Auckland,,Karekare,0,0.0,16,7.0,,758.0,,"Eco House and a Cottage, ideal for large groups",2017-07-19 03:10:17.950246,-36.872131,174.471641,0101000020E61000007DCEDDAE17CF6540F56915FDA16F42C0
18240336,1467,126019184,Entire home/apt,,Auckland,,St Lukes,0,0.0,8,4.0,,755.0,,Luxury Living close to Eden Park,2017-07-19 03:10:16.083043,-36.870189,174.734553,0101000020E6100000B8054B7581D76540632B685A626F42C0
17590777,1467,53255537,Entire home/apt,,Auckland,,Three Kings,0,0.0,8,2.0,,747.0,,Lions Test Accommodation!!! Close to Eden Park,2017-07-19 03:10:16.069629,-36.901157,174.756887,0101000020E610000090F8156B38D86540DEC7D11C597342C0
16442713,1467,77576295,Entire home/apt,,Auckland,,Balmoral,0,0.0,5,2.0,,769.0,,Stunning townhouse for The Lions!,2017-07-19 03:10:16.056489,-36.876464,174.746559,0101000020E61000001A31B3CFE3D76540880FECF82F7042C0
10105667,1467,50919941,Entire home/apt,,Auckland,,Waiheke Island,3,5.0,16,8.0,,856.0,,Palm Beach Lodge,2017-07-19 03:10:15.035618,-36.781476,175.042939,0101000020E610000022179CC15FE16540F04DD367076442C0
16727691,1467,110907347,Entire home/apt,,Auckland,,Mt Victoria,0,0.0,10,5.0,,604.0,,Sort after location only 10 min ferry to the CBD,2017-07-19 03:10:13.236568,-36.825516,174.795824,0101000020E6100000E7ABE46377D9654091291F82AA6942C0
15708564,1467,15793585,Entire home/apt,,Auckland,,Surrey Crescent,1,0.0,6,3.0,,604.0,,"Grey Lynn, very central",2017-07-19 03:10:13.232349,-36.864037,174.733021,0101000020E610000000C974E874D7654059C4B0C3986E42C0
89781,1467,488135,Entire home/apt,,Auckland,,Kingsland,0,0.0,4,2.0,,642.0,,Central Kingsland apartment 5 min walk Eden Park,2017-07-19 03:10:13.219774,-36.872719,174.746699,0101000020E6100000971E4DF5E4D7654085CC9541B56F42C0
581571,1467,2863158,Entire home/apt,,Auckland,,Karekare,5,5.0,6,3.0,,543.0,,Stunning Location Close to Auckland,2017-07-19 03:10:13.217595,-36.882443,174.454549,0101000020E6100000BE2D58AA8BCE6540C5CA68E4F37042C0
9118480,1467,47508000,Entire home/apt,,Auckland,,Herne Bay,1,0.0,8,4.0,,604.0,,Auckland's Finest,2017-07-19 03:10:13.213613,-36.841474,174.735395,0101000020E61000008B54185B88D765409737876BB56B42C0
18011985,1467,100800935,Entire home/apt,,Auckland,,Herne Bay,0,0.0,8,5.0,,642.0,,"Contemporary Villa, Fabulous Harbour Views",2017-07-19 03:10:13.209741,-36.842223,174.736492,0101000020E610000080B8AB5791D76540317898F6CD6B42C0
17573115,1467,92105098,Entire home/apt,,Auckland,,Dairy Flat-Redvale,0,0.0,8,4.0,,641.0,,Lifestyle House 30 Mins to City,2017-07-19 03:10:13.207551,-36.674964,174.679572,0101000020E6100000E068C70DBFD565401AFD6838655642C0
15986155,1467,32478579,Entire home/apt,,Auckland,,Waiheke Island,1,0.0,8,4.0,,599.0,,NEW Sunny Family Friendly home near everything,2017-07-19 03:10:12.144013,-36.787891,175.027506,0101000020E6100000334E4354E1E0654008E8BE9CD96442C0
10661800,1467,55071857,Entire home/apt,,Auckland,,Glen Eden East,3,5.0,8,4.0,,520.0,,Lavish Family Home in the West.,2017-07-19 03:10:11.048489,-36.915062,174.659743,0101000020E61000007A185A9D1CD56540FBE769C0207542C0
17849197,1467,100800935,Entire home/apt,,Auckland,,St Heliers,0,0.0,6,4.0,,717.0,,Stylish European Accommodation + LIONS TICKETS!,2017-07-19 03:10:11.044887,-36.85656,174.854154,0101000020E6100000ECF7C43A55DB6540E88711C2A36D42C0
17779958,1467,32875750,Entire home/apt,,Auckland,,Waiheke Island,0,0.0,8,4.0,,565.0,,Villa Pacifica House with free car and transfers,2017-07-19 03:10:11.038118,-36.813189,175.075804,0101000020E6100000FE9C82FC6CE26540C53BC093166842C0
18723564,1467,28889667,Entire home/apt,,Auckland,,Kauri Park,0,0.0,7,4.0,,642.0,,Kauri Park House - bush views near the city,2017-07-19 03:10:11.031223,-36.804487,174.717146,0101000020E6100000A20E2BDCF2D665405187156EF96642C0
17571554,1467,32805573,Entire home/apt,,Auckland,,Northcote South,0,0.0,6,3.0,,679.0,,Beautiful & spacious 3 bedroom home for Lions Tour,2017-07-19 03:10:11.028936,-36.817693,174.744153,0101000020E61000000DC7F319D0D7654085950A2AAA6842C0
16695484,1467,110573086,Entire home/apt,,Auckland,,Kingsland,0,0.0,5,2.0,,604.0,,"Modern Apartment: Kingsland, Eden Park & More",2017-07-19 03:10:11.012279,-36.871208,174.747169,0101000020E6100000B972F6CEE8D76540BD0166BE836F42C0
19552718,1467,86994884,Entire home/apt,,Auckland,,Royal Oak,0,0.0,16,5.0,,541.0,,Home Away From Home,2017-07-19 03:10:09.903473,-36.907732,174.774269,0101000020E6100000D029C8CFC6D865402FC4EA8F307442C0
17224403,1467,106683658,Entire home/apt,,Auckland,,Owairaka West,0,0.0,6,3.0,,528.0,,Private house close to the city and all the action,2017-07-19 03:10:09.890883,-36.892878,174.708411,0101000020E61000000EA48B4DABD66540B1A888D3497242C0
11927744,1467,18988077,Entire home/apt,,Auckland,,Arch Hill,1,0.0,4,2.0,,679.0,,Modern Villa walking distance toEden Park,2017-07-19 03:10:09.104660,-36.866421,174.743942,0101000020E6100000DE03745FCED76540A8C821E2E66E42C0
17287045,1467,44483426,Entire home/apt,,Auckland,,Sandringham North,0,0.0,8,0.0,,604.0,,Eden park renovated transitional villa,2017-07-19 03:10:07.950047,-36.882573,174.743156,0101000020E6100000707A17EFC7D7654093AAED26F87042C0
18113204,1467,10462133,Entire home/apt,,Auckland,,Mission Bay,0,0.0,4,2.0,,565.0,,"Sunny, tranquil and close to the city",2017-07-19 03:10:06.687420,-36.858763,174.827701,0101000020E6100000BABBCE867CDA6540E7012CF2EB6D42C0
